CODIGO DE PRODUCTO,CODIGO DE CLASE,DESCRPCION DE PRODUCTO
50331634-,503316,50331634-ALBARICOQUE MOORPARK ORGÁNICAS SECA
50331635-,503316,50331635-ALBARICOQUE ORANGEROJA ORGÁNICAS SECA
50331636-,503316,50331636-ALBARICOQUE PALSTEIN ORGÁNICAS SECA
50331637-,503316,50331637-ALBARICOQUE PATTERSON ORGÁNICAS SECA
50331638-,503316,50331638-ALBARICOQUE PERFECTION ORGÁNICAS SECA
50331639-,503316,50331639-ALBARICOQUE POPPY ORGÁNICAS SECA
50331640-,503316,50331640-ALBARICOQUE POPPYCOT ORGÁNICAS SECA
50331641-,503316,50331641-ALBARICOQUE REINA ORGÁNICAS SECA
50331642-,503316,50331642-ALBARICOQUE RILAND ORGÁNICAS SECA
50331643-,503316,50331643-ALBARICOQUE RIVAL ORGÁNICAS SECA
50331644-,503316,50331644-ALBARICOQUE ROBADA ORGÁNICAS SECA
50331645-,503316,50331645-ALBARICOQUE ROYAL ORGÁNICAS SECA
50331646-,503316,50331646-ALBARICOQUE  ROYAL BLENHEIM ORGÁNICAS SECA
50331647-,503316,50331647-ALBARICOQUE  ROYAL ORANGE ORGÁNICAS SECA
50331648-,503316,50331648-ALBARICOQUE SUNDROP ORGÁNICAS SECA
50331649-,503316,50331649-ALBARICOQUE TILTON ORGÁNICAS SECA
50331650-,503316,50331650-ALBARICOQUE TOMCOT ORGÁNICAS SECA
50331651-,503316,50331651-ALBARICOQUE TRACY ORGÁNICAS SECA
50331652-,503316,50331652-ALBARICOQUE TRI GEM ORGÁNICAS SECA
50331653-,503316,50331653-ALBARICOQUE VALLEY GOLD ORGÁNICAS SECA
50331654-,503316,50331654-ALBARICOQUE WESTLEY ORGÁNICAS SECA
50331655-,503316,50331655-ALBARICOQUE  YORK ORGÁNICAS SECA
5033171-,503317,50331701-BANANA MANZANA ORGÁNICAS SECA
5033172-,503317,50331702-BANANA BEBE ORGÁNICAS SECA
5033173-,503317,50331703-BANANA BURRO ORGÁNICAS SECA
5033174-,503317,50331704-BANANAS CAVENDISH ORGÁNICAS SECA
5033175-,503317,50331705-BANANAS DOMINICO ORGÁNICAS SECA
5033176-,503317,50331706-BANANAS GREEN ORGÁNICAS SECA
5033177-,503317,50331707-BANANAS GROS MICHEL ORGÁNICAS SECA
5033178-,503317,50331708-BANANAS LACATAN ORGÁNICAS SECA
5033179-,503317,50331709-BANANAS DEDO DE DAMA ORGÁNICAS SECA
50331710-,503317,50331710-BANANAS MANZANO ORGÁNICAS SECA
50331711-,503317,50331711-BANANA MYSORE ORGÁNICAS SECA
50331712-,503317,50331712-BANANA PISANG MAS ORGÁNICAS SECA
50331713-,503317,50331713-BANANAS ROJA ORGÁNICAS SECA
50331714-,503317,50331714-BANANAS SABA ORGÁNICAS SECA
50331715-,503317,50331715-BANANAS SUCRIER ORGÁNICAS SECA
5033181-,503318,50331801-BERBERÍS PALELEAF ORGÁNICAS SECA
5033182-,503318,50331802-BARBERÍS CHENAULT ORGÁNICAS SECA
5033183-,503318,50331803-BARBERÍS ROJA ORGÁNICAS SECA
5033184-,503318,50331804-BARBERÍS WINTERGREEN ORGÁNICAS SECA
5033185-,503318,50331805-BARBERÍS KOREAN ORGÁNICAS SECA
5033186-,503318,50331806-BARBERÍS MENTOR ORGÁNICAS SECA
5033187-,503318,50331807-BARBERÍS JAPANESE ORGÁNICAS SECA
5033188-,503318,50331808-BARBERÍS ATROPURPUREA ORGÁNICAS SECAS
5033189-,503318,50331809-BARBERÍS AUREA ORGÁNICAS SECAS
50331810-,503318,50331810-BARBERÍS BAGATELLE ORGÁNICAS SECAS
50331811-,503318,50331811-BARBERÍS CRIMSOM PYGMY ORGÁNICAS SECAS
50331812-,503318,50331812-BARBERÍS KOBOLD ORGÁNICAS SECAS
50331813-,503318,50331813-BARBERÍS WARTY ORGÁNICAS SECAS
50331814-,503318,50331814-BARBERÍS EUROPEAN ORGÁNICAS SECAS
5033191-,503319,50331901-GAYUBA ALPINE ORGÁNICAS SECAS
5033192-,503319,50331902-GAYUBA ROJA ORGÁNICAS SECAS
5033193-,503319,50331903-GAYUBA COMUN ORGÁNICAS SECAS
5033201-,503320,50332001-MORA APACHE ORGÁNICAS SECAS
5033202-,503320,50332002-MORA NEGRO SATIN ORGÁNICAS SECAS
5033203-,503320,50332003-MORA ORGÁNICAS SECAS
5033204-,503320,50332004-MORA CHEROKEE ORGÁNICAS SECAS
5033205-,503320,50332005-MORA CHESTER ORGÁNICAS SECAS
5033206-,503320,50332006-MORA DIRKSEN ORGÁNICAS SECAS
5033207-,503320,50332007-BAYASJOSTA ORGÁNICAS SECAS
5033208-,503320,50332008-BAYASLOGAN ORGÁNICAS SECAS
5033209-,503320,50332009-BAYASMARION ORGÁNICAS SECAS
50332010-,503320,50332010-MORA NAVAHO ORGÁNICAS SECAS
50332011-,503320,50332011-BAYANECTAR ORGÁNICAS SECAS
50332012-,503320,50332012-MORA OLALLIE ORGÁNICAS SECAS
50332013-,503320,50332013-BAYATAY ORGÁNICAS SECAS
50332014-,503320,50332014-MORA THOMLESS HULL ORGÁNICAS SECAS
50332015-,503320,50332015-BAYAYOUNG ORGÁNICAS SECAS
5033211-,503321,50332101-ARANDANOS BOG ORGÁNICAS SECAS
5033212-,503321,50332102-ARANDANOS DWARF ORGÁNICAS SECAS
5033213-,503321,50332103-ARANDANOS MOUNTAIN ORGÁNICAS SECAS
5033214-,503321,50332104-ARANDANOS OVAL-LEAVED ORGÁNICAS SECAS
5033221-,503322,50332201-AGRAS BLUECROP ORGÁNICAS SECAS
5033222-,503322,50332202-AGRAS BLUETTA ORGÁNICAS SECAS
5033223-,503322,50332203-AGRAS BRIGITTA ORGÁNICAS SECAS
5033224-,503322,50332204-AGRAS CHANDLER ORGÁNICAS SECAS
5033225-,503322,50332205-AGRAS DUKE ORGÁNICAS SECAS
5033226-,503322,50332206-AGRAS HRDYBLUE ORGÁNICAS SECAS
5033227-,503322,50332207-AGRAS LEGACY ORGÁNICAS SECAS
5033228-,503322,50332208-AGRAS MISTY ORGÁNICAS SECAS
5033229-,503322,50332209-AGRAS NELSON ORGÁNICAS SECAS
50332210-,503322,50332210-AGRAS NORTHBLUE ORGÁNICAS SECAS
50332211-,503322,50332211-AGRAS NORTHCOUNTRY ORGÁNICAS SECAS
50332212-,503322,50332212-AGRAS NORTHSKY ORGÁNICAS SECAS
50332213-,503322,50332213-AGRAS PATRIOT ORGÁNICAS SECAS
50332214-,503322,50332214-AGRAS SPARTAN ORGÁNICAS SECAS
50332215-,503322,50332215-AGRAS TORO ORGÁNICAS SECAS
5033231-,503323,50332301-FRUTA DE PAN CHATAIGNE ORGÁNICAS SECAS
5033232-,503323,50332302-FRUTA DE PAN SIN PEPA ORGÁNICAS SECAS
5033233-,503323,50332303-FRUTA DE PAN CORAZÓN BLANCO ORGÁNICAS SECAS
5033234-,503323,50332304-FRUTA DE PAN CORAZÓN AMARILLO ORGÁNICAS SECAS
5033241-,503324,50332401-CHIRIMOYA CHAYS ORGÁNICAS SECAS
5033242-,503324,50332402-CHIRIMOYA BRONCEADA ORGÁNICAS SECAS
5033243-,503324,50332403-CHIRIMOYA BURTONS ORGÁNICAS SECAS
5033244-,503324,50332404-CHIRIMOYA BURTON FAVORITE ORGÁNICAS SECAS
5033245-,503324,50332405-CHIRIMOYA JETE ORGÁNICAS SECAS
5033246-,503324,50332406-CHIRIMOYA RERETAI ORGÁNICAS SECAS
5033247-,503324,50332407-CHIRIMOYA SMOOTHEY ORGÁNICAS SECAS
5033248-,503324,50332408-CHIRIMOYA SPAIN ORGÁNICAS SECAS
5033249-,503324,50332409-CHIRIMOYA BLANCO ORGÁNICAS SECAS
5033251-,503325,50332501-CEREZA AMARELLE  ORGÁNICAS SECAS
5033252-,503325,50332502-CEREZA BROOKS ORGÁNICAS SECAS
5033253-,503325,50332503-CEREZA BIGARREU ORGÁNICAS SECAS
5033254-,503325,50332504-CEREZA BING ORGÁNICAS SECAS
5033255-,503325,50332505-CEREZA BLACH REPUBLIC ORGÁNICAS SECAS
5033256-,503325,50332506-CEREZA NEGRO SCHMIDT ORGÁNICAS SECAS
5033257-,503325,50332507-CEREZA NEGROTARTARIAN ORGÁNICAS SECAS
5033258-,503325,50332508-CEREZA FIESTA BING ORGÁNICAS SECAS
5033259-,503325,50332509-CEREZA GARNET ORGÁNICAS SECAS
50332510-,503325,50332510-CEREZA REY ORGÁNICAS SECAS
50332511-,503325,50332511-CEREZA CHAPMAN ORGÁNICAS SECAS
50332512-,503325,50332512-CEREZA LAPIN ORGÁNICAS SECAS
50332513-,503325,50332513-CEREZA LARIAN ORGÁNICAS SECAS
50332514-,503325,50332514-CEREZA DARK GUINES ORGÁNICAS SECAS
50332515-,503325,50332515-CEREZA MONTMORENCY ORGÁNICAS SECAS
50332516-,503325,50332516-CEREZA DUKE ORGÁNICAS SECAS
50332517-,503325,50332517-CEREZA EARLY RIVERS ORGÁNICAS SECAS
50332518-,503325,50332518-CEREZA RUBY BING ORGÁNICAS SECAS
50332519-,503325,50332519-CEREZA SANTINE ORGÁNICAS SECAS
50332520-,503325,50332520-CEREZA GEANS/GUINES ORGÁNICAS SECAS
50332521-,503325,50332521-CEREZA SONATA ORGÁNICAS SECAS
50332522-,503325,50332522-CEREZA LAMBERT ORGÁNICAS SECAS
50332523-,503325,50332523-CEREZA STELLA ORGÁNICAS SECAS
50332524-,503325,50332524-CEREZA SWEETHART ORGÁNICAS SECAS
50332525-,503325,50332525-CEREZA TARTARIAN ORGÁNICAS SECAS
50332526-,503325,50332527-CEREZA MARASCHINO ORGÁNICAS SECAS
50332527-,503325,50332528-CEREZA VAN ORGÁNICAS SECAS
50332528-,503325,50332529-CEREZA MORELLO ORGÁNICAS SECAS
50332529-,503325,50332530-CEREZA ROYAL ANN ORGÁNICAS SECAS
50332530-,503325,50332531-CEREZA RANIER ORGÁNICAS SECAS
50332531-,503325,50332532-CEREZA ROYAL ORGÁNICAS SECAS
5033261-,503326,50332601-CITRONES BUDDHA´S HAND ORGÁNICAS SECAS
5033262-,503326,50332602-CITRONES FINGEROJA ORGÁNICAS SECAS
5033263-,503326,50332603-CITRONES FO SHOUKAN ORGÁNICAS SECAS
5033264-,503326,50332604-COTRONES BUSHAKAN ORGÁNICAS SECAS
5033265-,503326,50332605-CITONES DIAMANTE ORGÁNICAS SECAS
5033266-,503326,50332606-CITRONES ETROG ORGÁNICAS SECAS
5033267-,503326,50332607-CITRONES PONDEROSA ORGÁNICAS SECAS
5033271-,503327,50332701-ARANDANO BEN LEAR ORGÁNICAS SECAS
5033272-,503327,50332702-ARANDANO EARLY NEGRO ORGÁNICAS SECAS
5033273-,503327,50332703-ARANDANO GRYCLESIK ORGÁNICAS SECAS
5033274-,503327,50332704-ARANDANO HOWE ORGÁNICAS SECAS
5033275-,503327,50332705-BAYAS LINGON ORGÁNICAS SECAS
5033276-,503327,50332706-ARANDANO MCFARLING ORGÁNICAS SECAS
5033277-,503327,50332707-ARANDANO MOUNTAIN ORGÁNICAS SECAS
5033278-,503327,50332708-ARANDANO PILGRIM ORGÁNICAS SECAS
5033279-,503327,50332709-ARANDANO SEARLESS ORGÁNICAS SECAS
50332710-,503327,50332710-ARANDANO STEVENS ORGÁNICAS SECAS
5033281-,503328,50332801-PASA HUDSON BAY ORGÁNICAS SECAS
5033282-,503328,50332802-PASA WAXY ORGÁNICAS SECAS
5033283-,503328,50332803-PASA DESERT ORGÁNICAS SECAS
5033284-,503328,50332804-PASA NEGRA ORGÁNICAS SECAS
5033285-,503328,50332805-PASA ROJA ORGÁNICAS SECAS
5033286-,503328,50332806-PASA BLANCA ORGÁNICAS SECAS
5033291-,503329,50332901-DÁTILES ASHARASI  ORGÁNICAS SECAS
5033292-,503329,50332902-DÁTILES BARHI O BARHEE ORGÁNICAS SECAS
5033293-,503329,50332903-DÁTILES DEGLET NOOR ORGÁNICAS SECAS
5033294-,503329,50332904-DÁTILES FARDH ORGÁNICAS SECAS
5033295-,503329,50332905-DÁTILES GUNDILA ORGÁNICAS SECAS
5033296-,503329,50332906-DÁTILES HALAWI/HALAWY ORGÁNICAS SECAS
5033297-,503329,50332907-DÁTILES HILALI ORGÁNICAS SECAS
5033298-,503329,50332908-DÁTILES KHADRAWI/KHADRAWY ORGÁNICAS SECAS
5033299-,503329,50332909-DÁTILES KHALAS ORGÁNICAS SECAS
50332910-,503329,50332910-DÁTILES KHUSTAWI ORGÁNICAS SECAS
50332911-,503329,50332911-DÁTILES KHIDRI ORGÁNICAS SECAS
50332912-,503329,50332912-DÁTILES MEDJOOL/ MEDJOL ORGÁNICAS SECAS
50332913-,503329,50332913-DÁTILES MACTOUM ORGÁNICAS SECAS
50332914-,503329,50332914-DÁTILES NEGHAL ORGÁNICAS SECAS
50332915-,503329,50332915-DÁTILES YATIMEH ORGÁNICAS SECAS
50332916-,503329,50332916-DÁTILES ZAHIDI ORGÁNICAS SECAS
5033301-,503330,"50333001-PITAHAYA ROJA, ROSADA ORGÁNICAS SECAS"
5033302-,503330,"50333002-PITAHAYA ROJA, AMARILLO ORGÁNICAS SECAS"
5033311-,503331,50333101-BREVA BARDAJIC ORGÁNICAS SECAS
5033312-,503331,50333102-BREVA BROWN TURKEY ORGÁNICAS SECAS
5033313-,503331,50333103-BREVA CALIMYMA  ORGÁNICAS SECAS
5033314-,503331,50333104-BREVA CONADRIA ORGÁNICAS SECAS
5033315-,503331,50333105-BREVA DOTADO ORGÁNICAS SECAS
5033316-,503331,50333106-BREVA KADOTA ORGÁNICAS SECAS
5033317-,503331,50333107-BREVA MEDITERRÁNEA ORGÁNICAS SECAS
5033318-,503331,50333108-BREVA MISIÓN ORGÁNICAS SECAS
5033319-,503331,50333109-BREVA AMYMA ORGÁNICAS SECAS
50333110-,503331,50333110-BREVA VERDONA ORGÁNICAS SECAS
50333111-,503331,50333111-BREVA REY BLANCO ORGÁNICAS SECAS
5033321-,503332,50333201-GROSELLA EARLY SULPHUR ORGÁNICAS SECAS
5033322-,503332,50333202-GROSELLA DORADODROP ORGÁNICAS SECAS
5033323-,503332,50333203-GROSELLA LANGLEY GRACE ORGÁNICAS SECAS
5033324-,503332,50333204-GROCELLA LEVELLER ORGÁNICAS SECAS
5033325-,503332,50333205-GROSELLA LONDON ORGÁNICAS SECAS
5033326-,503332,50333206-GROSELLA WORCESTERSHIRE ORGÁNICAS SECAS
5033327-,503332,50333207-GROSELLA AMERICAN WORCESTERBERRY ORGÁNIC 
5033331-,503333,50333301-TORONJA BURGUNDI ORGÁNICAS SECAS
5033332-,503333,50333302-TORONJA DUNCAN ORGÁNICAS SECAS
5033333-,503333,50333303-TORONJA FOSTER ORGÁNICA SECA
5033334-,503333,50333304-TORONJA MARSH ORGÁNICAS SECAS
5033335-,503333,50333305-TORONJA NUEVA ZELANDIA ORGÁNICAS SECAS
5033336-,503333,50333306-TORONJA RIO ROJO ORGÁNICAS SECAS
5033337-,503333,50333307-TORONJA RUBY ROJO ORGÁNICAS SECAS
5033338-,503333,50333308-TORONJA STAR RUBY ORGÁNICAS SECAS
5033339-,503333,50333309-TORONJA TRIUMPH ORGÁNICAS SECAS
5033341-,503334,50333401-UVA ALICANTE ORGÁNICAS SECAS
5033342-,503334,50333402-UVA ALMEIRA ORGÁNICAS SECAS
5033343-,503334,50333403-UVA ALPHONSE LAVALLE ORGÁNICAS SECAS
5033344-,503334,50333404-UVA OTOÑO REY GRAPES ORGÁNICAS SECAS
5033345-,503334,50333405-UVA OTOÑO ROYAL ORGÁNICAS SECAS
5033346-,503334,50333406-UVA OTOÑO SIN PEPA ORGÁNICAS SECAS
5033347-,503334,50333407-UVA BARESANA ORGÁNICAS SECAS
5033348-,503334,50333408-UVA BARLINKA ORGÁNICAS SECAS
5033349-,503334,50333409-UVA BEATY SEEDLESS ORGÁNICAS SECAS
50333410-,503334,50333410-UVA NEGRA BEAUTY SIN SEMILLA ORGÁNICAS SECAS
50333411-,503334,50333411-UVA NEGRA EMERALD ORGÁNICAS SECAS
50333412-,503334,50333412-UVA NEGRA GIGANTE ORGÁNICAS SECAS
50333413-,503334,50333413-UVA NEGRA GLOBE ORGÁNICAS SECAS
50333414-,503334,50333414-UVA NEGRA MONNUKKA ORGÁNICAS SECAS
50333415-,503334,50333415-UVA NEGRA PEARL ORGÁNICAS SECAS
50333416-,503334,50333416-UVA NEGRA SIN SEMILLA ORGÁNICAS SECAS
50333417-,503334,50333417-UVA BONHEUR ORGÁNICAS SECAS
50333418-,503334,50333418-UVA CALMERIA ORGÁNICAS SECAS
50333419-,503334,50333419-UVA CARDINAL ORGÁNICAS SECAS
50333420-,503334,50333420-UVA CATAWBA ORGÁNICAS SECAS
50333421-,503334,50333421-UVA CHASSELAS/DORADO CHASSELAS ORGÁNICAS SECAS
50333422-,503334,50333422-UVA CHRISTMAS ROSE ORGÁNICAS SECAS
50333423-,503334,50333423-UVA CONCORD ORGÁNICAS SECAS
50333424-,503334,50333424-UVA CONCORD SIN PEPA ORGÁNICAS SECAS
50333425-,503334,50333425-UVA CRIMSON SIN PEPA ORGÁNICAS SECAS
50333426-,503334,50333426-UVA DAUPHINE  ORGÁNICAS SECAS
50333427-,503334,50333427-UVA DALEWARE ORGÁNICAS SECAS
50333428-,503334,50333428-UVA EARLY MUSCAT ORGÁNICAS SECAS
50333429-,503334,50333429-UVA EARLY SWEET ORGÁNICAS SECAS
50333430-,503334,50333430-UVA ESMERALD SIN PEPA ORGÁNICAS SECAS
50333431-,503334,50333431-UVA EMPERATRIZ ORGÁNICAS SECAS
50333432-,503334,50333432-UVA EMPEROR ORGÁNICAS SECAS
50333433-,503334,50333433-UVA EMPRESS ORGÁNICAS SECAS
50333434-,503334,50333434-UVA EXÓTICA ORGÁNICAS SECAS
50333435-,503334,50333435-UVA FANTASIA ORGÁNICAS SECAS
50333436-,503334,50333436-UVA FANTASY SIN PEPA ORGÁNICAS SECAS
50333437-,503334,50333437-UVA LLAMA ORGÁNICAS SECAS
50333438-,503334,50333438-UVA LLAMA SIN PEPA ORGÁNICAS SECAS
50333439-,503334,50333439-UVA LLAMA TOKAY ORGÁNICAS SECAS
50333440-,503334,50333440-UVA FLAMING ROJA ORGÁNICAS SECAS
50333441-,503334,50333441-UVA GALAXY SIN PEPA ORGÁNICAS SECAS
50333442-,503334,50333442-UVA GAMAY ORGÁNICAS SECAS
50333443-,503334,50333443-UVA DORADA ORGÁNICAS SECAS
50333444-,503334,50333444-UVA HANEPOT O HONEYPOT ORGÁNICAS SECAS
50333445-,503334,50333445-UVA ITALIA ORGÁNICAS SECAS
50333446-,503334,50333446-UVA JADE SIN PEPA ORGÁNICAS SECAS
50333447-,503334,50333447-UVA JUBILEO ORGÁNICAS SECAS
50333448-,503334,50333448-UVA REY RUBY ORGÁNICAS SECAS
50333449-,503334,50333449-UVA KYOHO ORGÁNICAS SECAS
50333450-,503334,50333450-UVA LA ROCHELLE ORGÁNICAS SECAS
50333451-,503334,50333451-UVA DEDO DE DAMA ORGÁNICAS SECAS
50333452-,503334,50333452-UVA LATE SIN PEPA ORGÁNICAS SECAS
50333453-,503334,50333453-UVA MAJESTIC SIN PEPA ORGÁNICAS SECAS
50333454-,503334,50333454-UVA MALAGA ORGÁNICAS SECAS
50333455-,503334,50333455-UVA MARRO SIN PEPA ORGÁNICAS SECAS
50333456-,503334,50333456-UVA MUSCADINE ORGÁNICAS SECAS
50333457-,503334,50333457-UVA MUSCAT LLAMA ORGÁNICAS SECAS
50333458-,503334,50333458-UVA MUSCAT ORGÁNICAS SECAS
50333459-,503334,50333459-UVA MUSCAT SIN PAPA ORGÁNICAS SECAS
50333460-,503334,50333460-UVA NAPOLEON ORGÁNICAS SECAS
50333461-,503334,50333461-UVA NIGERIA ORGÁNICAS SECAS
50333462-,503334,50333462-UVA NEW CROSS ORGÁNICAS SECAS
50333463-,503334,50333463-UVA NIBELLA ORGÁNICAS SECAS
50333464-,503334,50333464-UVA NIAGARA ORGÁNICAS SECAS
50333465-,503334,50333465-UVA OLIVETTE ORGÁNICAS SECAS
50333466-,503334,50333466-UVA PERLETTE ORGÁNICAS SECAS
50333467-,503334,50333467-UVA PERLON ORGÁNICAS SECAS
50333468-,503334,50333468-UVA PRIMA NEGRO SIN PEPA ORGÁNICAS SECAS
50333469-,503334,50333469-UVA PRNCESS ORGÁNICAS SECAS
50333470-,503334,50333470-UVA REINA ORGÁNICAS SECAS
50333471-,503334,50333471-UVA ROJA BLUSH ORGÁNICAS SECAS
50333472-,503334,50333472-UVA ROJA GLOBE ORGÁNICAS SECAS 
50333473-,503334,50333473-UVA ROJA MALAGA ORGÁNICAS SECAS
50333474-,503334,50333474-UVA ROJA SIN PEPA ORGÁNICAS SECAS
50333475-,503334,50333475-UVA REGINA ORGÁNICAS SECAS
50333476-,503334,50333476-UVA RIBIER ORGÁNICAS SECAS
50333477-,503334,50333477-UVA ROSITA ORGÁNICAS SECAS
50333478-,503334,50333478-UVA ROUGE ORGÁNICAS SECAS
50333479-,503334,50333479-UVA ROYAL NEGRA SIN PEPA ORGÁNICAS SECAS
50333480-,503334,50333480-UVA RUBY ROJA SIN PEPA ORGÁNICAS SECAS
50333481-,503334,50333481-UVA RYBY SIN PEPA ORGÁNICAS SECAS
50333482-,503334,50333482-UVA SCARLET ROYAL ORGÁNICAS SECAS
50333483-,503334,50333483-UVA SCUPPEMONG ORGÁNICAS SECAS
50333484-,503334,50333484-UVA SUGAROSE ORGÁNICAS SECAS
50333485-,503334,50333485-UVA SUGARTIRTEEN ORGÁNICAS SECAS
50333486-,503334,50333486-UVA SUGRAONE ORGÁNICAS SECAS
50333487-,503334,50333487-UVA SUGRASIXTEEN ORGÁNICAS SECAS
50333488-,503334,50333488-UVA SULTANA SUN ROJA ORGÁNICAS SECAS
50333489-,503334,50333489-UVA VERANO ROYAL ORGÁNICAS SECAS
50333490-,503334,50333490-UVA SUNSET ORGÁNICAS SECAS
50333491-,503334,50333491-UVA SUPERIOR SIN PEPA ORGÁNICAS SECAS
50333492-,503334,50333492-UVA THOMPSON SIN PEPA ORGÁNICAS SECAS
50333493-,503334,50333493-UVA TOKAYLPINOT GRIS ORGÁNICAS SECAS
50333494-,503334,50333494-UVA WALTMAN CROSS ORGÁNICAS SECAS
50333495-,503334,50333495-UVA BLANCA SIN PEPA ORGÁNICAS SECAS
50333496-,503334,50333496-UVA ZANTE CURRENT ORGÁNICAS SECAS
5033351-,503335,50333501-UVA CORINTH NEGRA ORGÁNICAS SECAS
5033352-,503335,50333502-UVA CANNER ORGÁNICAS SECAS
5033353-,503335,50333503-UVA DOVINE ORGÁNICAS SECAS
5033354-,503335,50333504-UVA FIESTA ORGÁNICAS SECAS
5033355-,503335,50333505-UVA SELME PETE ORGÁNICAS SECAS
5033356-,503335,50333506-UVA SULTANA ORGÁNICAS SECAS
5033361-,503336,50333601-UVA UVA ALICANTE BOUSCHET ORGÁNICAS SECAS
5033362-,503336,50333602-UVA BARBERA ORGÁNICAS SECAS
5033363-,503336,50333603-UVA BURGER ORGÁNICAS SECAS
5033364-,503336,50333604-UVA CABEMET FRANC ORGÁNICAS SECAS
5033365-,503336,50333605-UVA CABENET SAUVIGNON ORGÁNICAS SECAS
5033366-,503336,50333606-UVA CARIGNANE ORGÁNICAS SECAS
5033367-,503336,50333607-UVA CAMELIAN ORGÁNICAS SECAS
5033368-,503336,50333608-UVA CATTARRATO ORGÁNICAS SECAS
5033369-,503336,50333609-UVA CENTURIAN ORGÁNICAS SECAS
50333610-,503336,50333610-UVA CHARBONO ORGÁNICAS SECAS
50333611-,503336,50333611-UVA CHARDONNAY ORGÁNICAS SECAS
50333612-,503336,50333612-UVA CHENIN BLANCO ORGÁNICAS SECAS
50333613-,503336,50333613-UVA CINSAUT ORGÁNICAS SECAS
50333614-,503336,50333614-UVA DOLCETTO ORGÁNICAS SECAS
50333615-,503336,50333615-UVA EMERALD RIESLING ORGÁNICAS SECAS
50333616-,503336,50333616-UVA FRANCES COLOMBARD ORGÁNICAS SECAS
50333617-,503336,50333617-UVA GRANNY NAP ORGÁNICAS SECAS
50333618-,503336,50333618-UVA GAMAY BEAUJOLAIS ORGÁNICAS SECAS
50333619-,503336,50333619-UVA GEWURZTRAMINER ORGÁNICAS SECAS
50333620-,503336,50333620-UVA GRNACHE ORGÁNICAS SECAS
50333621-,503336,50333621-UVA GRINACHE BLANC ORGÁNICAS SECAS
50333622-,503336,50333622-UVA LAGREIN ORGÁNICAS SECAS
50333623-,503336,50333623-UVA LAMBRUSO ORGÁNICAS SECAS
50333624-,503336,50333624-UVA MALBEC ORGÁNICAS SECAS
50333625-,503336,50333625-UVA MALVASÍA BIANCA ORGÁNICAS SECAS
50333626-,503336,50333626-UVA MARSANNE ORGÁNICAS SECAS
50333627-,503336,50333627-UVA MATANO ORGÁNICAS SECAS
50333628-,503336,50333628-UVA MERLOT ORGÁNICAS SECAS
50333629-,503336,50333629-UVA MEUNIER ORGÁNICAS SECAS
50333630-,503336,50333630-UVA MISSIOM ORGÁNICAS SECAS
50333631-,503336,50333631-UVA MONTEPULCEANO ORGÁNICAS SECAS
50333632-,503336,50333632-UVA MUSCAT BLANC ORGÁNICAS SECAS
50333633-,503336,50333633-UVA MUSCAT HAMBURG ORGÁNICAS SECAS
50333634-,503336,50333634-UVA MUSCAT ALEXANDRIA ORGÁNICAS SECAS
50333635-,503336,50333635-UVA MUSCAT NARANJA ORGÁNICAS SECAS
50333636-,503336,50333636-UVA NEBBIOLO ORGÁNICAS SECAS
50333637-,503336,50333637-UVA PALOMINO ORGÁNICAS SECAS
50333638-,503336,50333638-UVA PETIT VERDOR ORGÁNICAS SECAS
50333639-,503336,50333639-UVA PETIT SIRAH ORGÁNICAS SECAS
50333640-,503336,50333640-UVA PINOT BLANC ORGÁNICAS SECAS
50333641-,503336,50333641-UVA PINOT GRIS ORGÁNICAS SECAS
50333642-,503336,50333642-UVA PINOT NOIR ORGÁNICAS SECAS
50333643-,503336,50333643-UVA PRIMITIVO ORGÁNICAS SECAS
50333644-,503336,50333644-UVA ROUSSANE ORGÁNICAS SECAS
50333645-,503336,50333645-UVA REAL  ORGÁNICAS SECAS
50333646-,503336,50333646-UVA RUBIROJA ORGÁNICAS SECAS
50333647-,503336,50333647-UVA RUBY CABENET ORGÁNICAS SECAS
50333648-,503336,50333648-UVA SALVADOR ORGÁNICAS SECAS
50333649-,503336,50333649-UVA SANGIOVESE ORGÁNICAS SECAS
50333650-,503336,50333650-UVA SAUVIGNON BLANC ORGÁNICAS SECAS
50333651-,503336,50333651-UVA SAUVIGNON MUSQUE ORGÁNICAS SECAS
50333652-,503336,50333652-UVA SEMILLON ORGÁNICAS SECAS
50333653-,503336,50333653-UVA SOUZAO ORGÁNICAS SECAS
50333654-,503336,50333654-UVA ST EMILION ORGÁNICAS SECAS
50333655-,503336,50333655-UVA SYMOHONY ORGÁNICAS SECAS
50333656-,503336,50333656-UVA SYRAH  ORGÁNICAS SECAS
50333657-,503336,50333657-UVA TANNAT ORGÁNICAS SECAS
50333658-,503336,50333658-UVA TEMPRANILLO ORGÁNICAS SECAS
50333659-,503336,50333659-UVAS TEROLDEGO ORGÁNICAS SECAS
50333660-,503336,50333660-UVAS TOCAI FRIULANO ORGÁNICAS SECAS
50333661-,503336,50333661-UVAS TOURIGA NACIONAL ORGÁNICAS SECAS
50333662-,503336,50333662-UVAS TRIPLETT BLANC ORGÁNICAS SECAS
50333663-,503336,50333663-UVAS VIOGNIER ORGÁNICAS SECAS
50333664-,503336,50333664-UVAS BLANCO RIESLING ORGÁNICAS SECAS
50333665-,503336,50333665-UVAS ZINFANDEL ORGÁNICAS SECAS
5033371-,503337,50333701-GUAYABA BEAUMONT ORGÁNICAS SECAS
